"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Nov 29 15:44:11 GMT 2022","Tue Nov 29 15:44:11 GMT 2022","35","tests.tests","test_s3","","","","Add file '('empty_file', '')' to path 'a/b/asd' on S3 'mybucket'",""
"passed","Tue Nov 29 15:44:17 GMT 2022","Tue Nov 29 15:44:17 GMT 2022","13","tests.tests","test_s3","","","","Get Object for '('mybucket', 'a/b/c/path_file', 'asd')'",""
"passed","Tue Nov 29 15:44:13 GMT 2022","Tue Nov 29 15:44:13 GMT 2022","13","tests.tests","test_s3","","","","Read Object Content as Str for '('mybucket', 'a/b/c/path_file', 'asd\n2. ddd\nasd\n\nddd\n\n')'",""
"passed","Tue Nov 29 15:44:12 GMT 2022","Tue Nov 29 15:44:12 GMT 2022","12","tests.tests","test_s3","","","","Read Object Content as Str for '('mybucket', 'root_file.txt', 'asd')'",""
"passed","Tue Nov 29 15:44:21 GMT 2022","Tue Nov 29 15:44:21 GMT 2022","12","tests.tests","test_s3","","","","Read Object Content as Str for '('mybucket', 'root_file.txt', 'asd')'",""
"passed","Tue Nov 29 15:44:19 GMT 2022","Tue Nov 29 15:44:19 GMT 2022","33","tests.tests","test_s3","","","","Add file '('a.py', 'asd')' to path 'asd' on S3 'mybucket'",""
"passed","Tue Nov 29 15:44:17 GMT 2022","Tue Nov 29 15:44:17 GMT 2022","10","tests.tests","test_s3","","","","Read Object Content as Str for '('mybucket', 'root_file.txt', 'asd')'",""
"passed","Tue Nov 29 15:44:21 GMT 2022","Tue Nov 29 15:44:21 GMT 2022","11","tests.tests","test_s3","","","","Read Object Content as Str for '('mybucket', 'a/b/c/path_file', 'asd')'",""
"passed","Tue Nov 29 15:44:15 GMT 2022","Tue Nov 29 15:44:15 GMT 2022","11","tests.tests","test_s3","","","","Read Object Content as Str for '('mybucket', 'root_file.txt', 'asd')'",""
"passed","Tue Nov 29 15:44:21 GMT 2022","Tue Nov 29 15:44:21 GMT 2022","13","tests.tests","test_s3","","","","Get Object for '('mybucket', 'a/b/c/path_file', 'asd')'",""
"passed","Tue Nov 29 15:44:14 GMT 2022","Tue Nov 29 15:44:14 GMT 2022","11","tests.tests","test_s3","","","","Get Object for '('mybucket', 'root_file.txt', 'asd')'",""
"passed","Tue Nov 29 15:44:24 GMT 2022","Tue Nov 29 15:44:25 GMT 2022","141","tests.tests","test_sts","","","","test_sts_assume_role",""
"passed","Tue Nov 29 15:44:17 GMT 2022","Tue Nov 29 15:44:17 GMT 2022","37","tests.tests","test_s3","","","","Add file '('a.jpg', 'asd')' to path 'a/b/asd' on S3 'mybucket'",""
"passed","Tue Nov 29 15:44:22 GMT 2022","Tue Nov 29 15:44:22 GMT 2022","35","tests.tests","test_s3","","","","Add file '('a.json', 'asd')' to path 'a/b/asd' on S3 'mybucket'",""
"passed","Tue Nov 29 15:44:16 GMT 2022","Tue Nov 29 15:44:16 GMT 2022","32","tests.tests","test_s3","","","","Add file '('a.js', 'asd')' to path 'asd' on S3 'mybucket'",""
"passed","Tue Nov 29 15:44:15 GMT 2022","Tue Nov 29 15:44:15 GMT 2022","32","tests.tests","test_s3","","","","Add file '('a.html', 'asd')' to path 'a/b/asd' on S3 'mybucket'",""
"passed","Tue Nov 29 15:44:18 GMT 2022","Tue Nov 29 15:44:18 GMT 2022","188","tests.tests","test_s3","","","","Read Object Content as Str for '('mybucket', 'root_file.txt', 'asd')'",""
"passed","Tue Nov 29 15:44:14 GMT 2022","Tue Nov 29 15:44:14 GMT 2022","14","tests.tests","test_s3","","","","Read Object Content as Str for '('mybucket', 'root_file.txt', 'asd')'",""
"passed","Tue Nov 29 15:44:20 GMT 2022","Tue Nov 29 15:44:20 GMT 2022","11","tests.tests","test_s3","","","","Get Object for '('mybucket', 'root_file.txt', 'asd')'",""
"passed","Tue Nov 29 15:44:15 GMT 2022","Tue Nov 29 15:44:15 GMT 2022","150","tests.tests","test_s3","","","","Get Object for '('mybucket', 'root_file.txt', 'asd')'",""
"passed","Tue Nov 29 15:44:15 GMT 2022","Tue Nov 29 15:44:15 GMT 2022","37","tests.tests","test_s3","","","","Add file '('a.html', 'asd')' to path 'asd' on S3 'mybucket'",""
"passed","Tue Nov 29 15:44:11 GMT 2022","Tue Nov 29 15:44:11 GMT 2022","36","tests.tests","test_s3","","","","Add file '('empty_file', '')' to path 'asd' on S3 'mybucket'",""
"passed","Tue Nov 29 15:44:19 GMT 2022","Tue Nov 29 15:44:19 GMT 2022","244","tests.tests","test_s3","","","","Add file '('a.py', 'asd')' to path 'a/b/asd' on S3 'mybucket'",""
"passed","Tue Nov 29 15:44:24 GMT 2022","Tue Nov 29 15:44:24 GMT 2022","31","tests.tests","test_s3","","","","Add str '
a


c
' file to path 'a/b/asd' on S3 'mybucket'",""
"passed","Tue Nov 29 15:44:10 GMT 2022","Tue Nov 29 15:44:10 GMT 2022","13","tests.tests","test_s3","","","","Get Object for '('mybucket', 'root_file.txt', '')'",""
"passed","Tue Nov 29 15:44:12 GMT 2022","Tue Nov 29 15:44:12 GMT 2022","10","tests.tests","test_s3","","","","Get Object for '('mybucket', 'root_file.txt', 'asd\n2. ddd\nasd\n\nddd\n\n')'",""
"passed","Tue Nov 29 15:44:22 GMT 2022","Tue Nov 29 15:44:22 GMT 2022","23","tests.tests","test_s3","","","","Add directory to path 'asd/' on S3 'mybucket'",""
"passed","Tue Nov 29 15:44:23 GMT 2022","Tue Nov 29 15:44:23 GMT 2022","32","tests.tests","test_s3","","","","Add str 'asd' file to path 'asd' on S3 'mybucket'",""
"passed","Tue Nov 29 15:44:13 GMT 2022","Tue Nov 29 15:44:13 GMT 2022","111","tests.tests","test_s3","","","","Get Object for '('mybucket', 'a/b/c/path_file', 'asd\n2. ddd\nasd\n\nddd\n\n')'",""
"passed","Tue Nov 29 15:44:13 GMT 2022","Tue Nov 29 15:44:13 GMT 2022","12","tests.tests","test_s3","","","","Read Object Content as Str for '('mybucket', 'root_file.txt', 'asd\n2. ddd\nasd\n\nddd\n\n')'",""
"passed","Tue Nov 29 15:44:16 GMT 2022","Tue Nov 29 15:44:16 GMT 2022","13","tests.tests","test_s3","","","","Get Object for '('mybucket', 'root_file.txt', 'asd')'",""
"passed","Tue Nov 29 15:44:12 GMT 2022","Tue Nov 29 15:44:12 GMT 2022","10","tests.tests","test_s3","","","","Read Object Content as Str for '('mybucket', 'a/b/c/path_file', 'asd')'",""
"passed","Tue Nov 29 15:44:17 GMT 2022","Tue Nov 29 15:44:17 GMT 2022","11","tests.tests","test_s3","","","","Read Object Content as Str for '('mybucket', 'a/b/c/path_file', 'asd')'",""
"passed","Tue Nov 29 15:44:23 GMT 2022","Tue Nov 29 15:44:23 GMT 2022","31","tests.tests","test_s3","","","","Add str '
a


c
' file to path 'asd' on S3 'mybucket'",""
"passed","Tue Nov 29 15:44:24 GMT 2022","Tue Nov 29 15:44:24 GMT 2022","48","tests.tests","test_sts","","","","test_sts_get_caller_identity_when_assuming_role",""
"passed","Tue Nov 29 15:44:12 GMT 2022","Tue Nov 29 15:44:12 GMT 2022","44","tests.tests","test_s3","","","","Add file '('one_line_file', 'asd')' to path 'a/b/asd' on S3 'mybucket'",""
"passed","Tue Nov 29 15:44:24 GMT 2022","Tue Nov 29 15:44:24 GMT 2022","172","tests.tests","test_sts","","","","test_sts_get_caller_identity",""
"passed","Tue Nov 29 15:44:10 GMT 2022","Tue Nov 29 15:44:10 GMT 2022","11","tests.tests","test_s3","","","","Get Object for '('mybucket', 'a/b/c/path_file', '')'",""
"passed","Tue Nov 29 15:44:10 GMT 2022","Tue Nov 29 15:44:10 GMT 2022","12","tests.tests","test_s3","","","","Read Object Content as Str for '('mybucket', 'root_file.txt', '')'",""
"passed","Tue Nov 29 15:44:18 GMT 2022","Tue Nov 29 15:44:18 GMT 2022","12","tests.tests","test_s3","","","","Get Object for '('mybucket', 'root_file.txt', 'asd')'",""
"passed","Tue Nov 29 15:44:15 GMT 2022","Tue Nov 29 15:44:15 GMT 2022","11","tests.tests","test_s3","","","","Get Object for '('mybucket', 'a/b/c/path_file', 'asd')'",""
"passed","Tue Nov 29 15:44:16 GMT 2022","Tue Nov 29 15:44:16 GMT 2022","10","tests.tests","test_s3","","","","Read Object Content as Str for '('mybucket', 'a/b/c/path_file', 'asd')'",""
"passed","Tue Nov 29 15:44:11 GMT 2022","Tue Nov 29 15:44:11 GMT 2022","11","tests.tests","test_s3","","","","Get Object for '('mybucket', 'root_file.txt', 'asd')'",""
"passed","Tue Nov 29 15:44:20 GMT 2022","Tue Nov 29 15:44:20 GMT 2022","30","tests.tests","test_s3","","","","Add file '('a.tar.gz', 'asd')' to path 'asd' on S3 'mybucket'",""
"passed","Tue Nov 29 15:44:23 GMT 2022","Tue Nov 29 15:44:23 GMT 2022","32","tests.tests","test_s3","","","","Add str '' file to path 'a/b/asd' on S3 'mybucket'",""
"passed","Tue Nov 29 15:44:20 GMT 2022","Tue Nov 29 15:44:20 GMT 2022","34","tests.tests","test_s3","","","","Add file '('a.tar.gz', 'asd')' to path 'a/b/asd' on S3 'mybucket'",""
